xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl_Perc,EV,HardHit_Perc,K_Perc,BB_Perc,Whiff_Perc,xERA,FB_V,FB_Spin,CB_Spin
76,88,85,75,66,42,54,48,26,85,24,80,76,60,56,37
