pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,spin_axis
FF,6/5/2021,91.3,1.32,6.3,"Kershaw, Clayton",621020,477132,,called_strike,9,Dansby Swanson strikes out swinging.,R,R,L,ATL,LAD,S,,,0,1,2021,0.24,1.5,0.48,1.66,0,2,Bot,605131,-2.634045155,-132.7165689,-9.03058652,3.418435578,27.77504577,-12.73290149,3.49,1.56,91.6,2517,6.5,54.02,,,,,,,,13,2,4-Seam Fastball,174
FF,6/5/2021,91.6,1.26,6.3,"Kershaw, Clayton",621020,477132,,swinging_strike,3,Dansby Swanson strikes out swinging.,R,R,L,ATL,LAD,S,,,0,0,2021,0.13,1.63,0.5,2.88,0,2,Bot,605131,-2.208924288,-133.2508796,-6.294214637,1.999544002,29.02933172,-11.56801669,3.41,1.56,91.7,2484,6.4,54.1,,,,,,,,13,1,4-Seam Fastball,177
FF,6/5/2021,91.6,1.72,6.23,"Kershaw, Clayton",663586,477132,single,hit_into_play,8,Austin Riley singles on a sharp line drive to left fielder Zach McKinstry.,R,R,L,ATL,LAD,X,7,line_drive,0,0,2021,0.13,1.68,-0.26,2.03,0,2,Bot,605131,-5.300710374,-133.1228226,-8.406596213,2.675326164,27.25971402,-10.54486638,3.49,1.6,92,2461,6.5,54.03,0.82,0.852,0.9,1,1,0,5,12,1,4-Seam Fastball,174
SL,6/5/2021,85.7,1.61,6.21,"Kershaw, Clayton",645277,477132,strikeout,swinging_strike,13,Ozzie Albies strikes out swinging.,R,R,L,ATL,LAD,S,2,,0,2,2021,-0.49,0.25,-0.45,1.03,2,1,Bot,605131,-3.870921811,-124.7721356,-6.550407077,-4.441655882,23.24872282,-28.46958749,3.26,1.48,86.1,2669,6.3,54.17,,,0,1,0,0,,8,3,Slider,235
FF,6/5/2021,91.2,1.64,6.22,"Kershaw, Clayton",645277,477132,,swinging_strike,12,Ozzie Albies strikes out swinging.,R,R,L,ATL,LAD,S,,,0,1,2021,0.06,1.56,0.11,3.55,2,1,Bot,605131,-4.011667815,-132.7725138,-4.223176544,1.53423428,26.50788422,-13.02306249,3.26,1.48,91.8,2413,6.5,54.02,,,,,,,,8,2,4-Seam Fastball,168
FF,6/5/2021,91.7,1.6,6.25,"Kershaw, Clayton",645277,477132,,called_strike,3,Ozzie Albies strikes out swinging.,R,R,L,ATL,LAD,S,,,0,0,2021,-0.17,1.56,0.41,2.9,2,1,Bot,605131,-2.655533929,-133.5014445,-6.010850623,-1.44766815,27.64840773,-12.42796374,3.25,1.48,92,2461,6.4,54.12,,,,,,,,8,1,4-Seam Fastball,171
FF,6/5/2021,90.8,1.68,6.21,"Kershaw, Clayton",518692,477132,field_out,hit_into_play,6,Freddie Freeman flies out sharply to center fielder Cody Bellinger.,R,L,L,ATL,LAD,X,8,fly_ball,3,0,2021,-0.03,1.53,0.69,2.92,1,1,Bot,605131,-2.411221679,-132.1632357,-5.658744151,0.078154129,26.38144874,-13.16726211,3.58,1.68,91.3,2450,6.4,54.06,0.053,0.086,0,1,0,0,3,7,4,4-Seam Fastball,179
SL,6/5/2021,87.4,1.82,6.22,"Kershaw, Clayton",518692,477132,,ball,12,Freddie Freeman flies out sharply to center fielder Cody Bellinger.,R,L,L,ATL,LAD,B,,,2,0,2021,-0.46,0.58,0.46,3.89,1,1,Bot,605131,-2.335266919,-127.2518949,-0.670167423,-4.519350199,26.41266604,-25.90724769,3.54,1.68,87.4,2663,6.3,54.25,,,,,,,,7,3,Slider,202
SL,6/5/2021,87,1.88,6.24,"Kershaw, Clayton",518692,477132,,ball,12,Freddie Freeman flies out sharply to center fielder Cody Bellinger.,R,L,L,ATL,LAD,B,,,1,0,2021,-0.6,0.41,0.13,3.72,1,1,Bot,605131,-2.969493991,-126.8661666,-0.77657822,-5.931071563,23.81179947,-27.77939993,3.48,1.68,87.2,2585,6.1,54.36,,,,,,,,7,2,Slider,222
FF,6/5/2021,91.7,1.67,6.26,"Kershaw, Clayton",518692,477132,,ball,12,Freddie Freeman flies out sharply to center fielder Cody Bellinger.,R,L,L,ATL,LAD,B,,,0,0,2021,-0.09,1.5,0.02,4.42,1,1,Bot,605131,-3.993306751,-133.5710719,-2.084576287,-0.256418085,27.03251594,-13.87863925,3.51,1.68,92,2423,6.3,54.22,,,,,,,,7,1,4-Seam Fastball,173
SL,6/5/2021,88.3,1.72,6.3,"Kershaw, Clayton",660670,477132,field_out,hit_into_play,5,"Dodgers challenged (play at 1st), call on the field was overturned: Ronald Acuna grounds out, shortstop Gavin Lux to first baseman Matt Beaty.",R,R,L,ATL,LAD,X,6,ground_ball,0,1,2021,-0.36,0.71,-0.04,2.28,0,1,Bot,605131,-3.519382471,-128.4902002,-5.20237905,-3.308756991,25.89684035,-23.43104957,3.37,1.53,88.4,2565,6.3,54.2,0.177,0.171,0,1,0,0,2,6,2,Slider,199
FF,6/5/2021,90.9,1.73,6.13,"Kershaw, Clayton",660670,477132,,foul,11,"Dodgers challenged (play at 1st), call on the field was overturned: Ronald Acuna grounds out, shortstop Gavin Lux to first baseman Matt Beaty.",R,R,L,ATL,LAD,S,,,0,0,2021,-0.15,1.57,-0.95,3.21,0,1,Bot,605131,-6.41394637,-132.2594956,-4.810676802,-0.419060401,27.7177249,-12.89454366,3.37,1.53,91.2,2535,6.5,54.04,,,,,,,,6,1,4-Seam Fastball,170
