Country,Name,W,L,G,ERA,IP,SO,WHIP,Pitches,Batted_Balls,Barrel,Barrel_Perc,Exit_Velocity,Max_EV,Launch_Angle,Sweet_Spot_Perc,XBA,XSLG,WOBA,XWOBA,XWOBACON,Hard_Hit_Perc,K_Perc,BB_Perc,xERA,Hand,Age,Team
Japan,Shohei Ohtani,5,1,15,3.04,80,100,1.13,1254,189,13,6.9,89,112.7,11.4,30.2,0.196,0.32,0.275,0.286,0.344,42.3,30.1,10.8,3.43,Right,27,Angles
